,state,State Name,disease,Number of Hepatitis Cases,"Hepatitis Incidence Per 100,000 People",year,number_week
67021,IN,INDIANA,HEPATITIS A,5,0.08,2000,50
67022,KS,KANSAS,HEPATITIS A,1,0.04,2000,50
67023,KY,KENTUCKY,HEPATITIS A,1,0.02,2000,50
67024,LA,LOUISIANA,HEPATITIS A,2,0.04,2000,50
67025,MA,MASSACHUSETTS,HEPATITIS A,2,0.03,2000,50
67026,MD,MARYLAND,HEPATITIS A,22,0.41,2000,50
67027,ME,MAINE,HEPATITIS A,0,0.0,2000,50
67028,MI,MICHIGAN,HEPATITIS A,18,0.18,2000,50
67029,MN,MINNESOTA,HEPATITIS A,1,0.02,2000,50
67030,MO,MISSOURI,HEPATITIS A,0,0.0,2000,50
67031,MS,MISSISSIPPI,HEPATITIS A,1,0.04,2000,50
67032,MT,MONTANA,HEPATITIS A,0,0.0,2000,50
67033,NC,NORTH CAROLINA,HEPATITIS A,14,0.17,2000,50
67034,ND,NORTH DAKOTA,HEPATITIS A,0,0.0,2000,50
67035,NE,NEBRASKA,HEPATITIS A,0,0.0,2000,50
67036,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2000,50
67037,NJ,NEW JERSEY,HEPATITIS A,0,0.0,2000,50
67038,NM,NEW MEXICO,HEPATITIS A,0,0.0,2000,50
67039,NV,NEVADA,HEPATITIS A,0,0.0,2000,50
67040,NY,NEW YORK,HEPATITIS A,24,0.13,2000,50
67041,OH,OHIO,HEPATITIS A,7,0.06,2000,50
67042,OK,OKLAHOMA,HEPATITIS A,3,0.09,2000,50
67043,OR,OREGON,HEPATITIS A,0,0.0,2000,50
67044,PA,PENNSYLVANIA,HEPATITIS A,7,0.06,2000,50
67045,RI,RHODE ISLAND,HEPATITIS A,1,0.1,2000,50
67046,SC,SOUTH CAROLINA,HEPATITIS A,3,0.07,2000,50
67047,SD,SOUTH DAKOTA,HEPATITIS A,0,0.0,2000,50
67048,TN,TENNESSEE,HEPATITIS A,2,0.04,2000,50
67049,TX,TEXAS,HEPATITIS A,21,0.1,2000,50
67050,UT,UTAH,HEPATITIS A,2,0.09,2000,50
67051,VA,VIRGINIA,HEPATITIS A,4,0.06,2000,50
67052,VT,VERMONT,HEPATITIS A,0,0.0,2000,50
67053,WA,WASHINGTON,HEPATITIS A,11,0.19,2000,50
67054,WI,WISCONSIN,HEPATITIS A,0,0.0,2000,50
67055,WV,WEST VIRGINIA,HEPATITIS A,0,0.0,2000,50
67056,WY,WYOMING,HEPATITIS A,0,0.0,2000,50
67057,AK,ALASKA,HEPATITIS A,0,0.0,2000,51
67058,AL,ALABAMA,HEPATITIS A,5,0.11,2000,51
67059,AR,ARKANSAS,HEPATITIS A,0,0.0,2000,51
67060,AZ,ARIZONA,HEPATITIS A,15,0.29,2000,51
67061,CA,CALIFORNIA,HEPATITIS A,22,0.06,2000,51
67062,CO,COLORADO,HEPATITIS A,0,0.0,2000,51
67063,CT,CONNECTICUT,HEPATITIS A,8,0.23,2000,51
67064,DC,DISTRICT OF COLUMBIA,HEPATITIS A,0,0.0,2000,51
67065,FL,FLORIDA,HEPATITIS A,33,0.21,2000,51
67066,GA,GEORGIA,HEPATITIS A,0,0.0,2000,51
67067,HI,HAWAII,HEPATITIS A,0,0.0,2000,51
67068,IA,IOWA,HEPATITIS A,2,0.07,2000,51
67069,ID,IDAHO,HEPATITIS A,2,0.15,2000,51
67070,IL,ILLINOIS,HEPATITIS A,7,0.06,2000,51
67071,IN,INDIANA,HEPATITIS A,0,0.0,2000,51
67072,KS,KANSAS,HEPATITIS A,1,0.04,2000,51
67073,KY,KENTUCKY,HEPATITIS A,2,0.05,2000,51
67074,LA,LOUISIANA,HEPATITIS A,0,0.0,2000,51
67075,MA,MASSACHUSETTS,HEPATITIS A,1,0.02,2000,51
67076,MD,MARYLAND,HEPATITIS A,2,0.04,2000,51
67077,ME,MAINE,HEPATITIS A,0,0.0,2000,51
67078,MI,MICHIGAN,HEPATITIS A,3,0.03,2000,51
67079,MN,MINNESOTA,HEPATITIS A,1,0.02,2000,51
67080,MO,MISSOURI,HEPATITIS A,1,0.02,2000,51
67081,MS,MISSISSIPPI,HEPATITIS A,3,0.11,2000,51
67082,MT,MONTANA,HEPATITIS A,0,0.0,2000,51
67083,NC,NORTH CAROLINA,HEPATITIS A,1,0.01,2000,51
67084,ND,NORTH DAKOTA,HEPATITIS A,0,0.0,2000,51
67085,NE,NEBRASKA,HEPATITIS A,0,0.0,2000,51
67086,NH,NEW HAMPSHIRE,HEPATITIS A,1,0.08,2000,51
67087,NJ,NEW JERSEY,HEPATITIS A,0,0.0,2000,51
67088,NM,NEW MEXICO,HEPATITIS A,0,0.0,2000,51
67089,NV,NEVADA,HEPATITIS A,5,0.25,2000,51
67090,NY,NEW YORK,HEPATITIS A,8,0.04,2000,51
67091,OH,OHIO,HEPATITIS A,4,0.04,2000,51
67092,OK,OKLAHOMA,HEPATITIS A,0,0.0,2000,51
67093,OR,OREGON,HEPATITIS A,4,0.12,2000,51
67094,PA,PENNSYLVANIA,HEPATITIS A,0,0.0,2000,51
67095,RI,RHODE ISLAND,HEPATITIS A,0,0.0,2000,51
67096,SC,SOUTH CAROLINA,HEPATITIS A,0,0.0,2000,51
67097,SD,SOUTH DAKOTA,HEPATITIS A,0,0.0,2000,51
67098,TN,TENNESSEE,HEPATITIS A,7,0.12,2000,51
67099,TX,TEXAS,HEPATITIS A,0,0.0,2000,51
67100,UT,UTAH,HEPATITIS A,0,0.0,2000,51
67101,VA,VIRGINIA,HEPATITIS A,0,0.0,2000,51
67102,VT,VERMONT,HEPATITIS A,0,0.0,2000,51
67103,WA,WASHINGTON,HEPATITIS A,0,0.0,2000,51
67104,WI,WISCONSIN,HEPATITIS A,0,0.0,2000,51
67105,WV,WEST VIRGINIA,HEPATITIS A,0,0.0,2000,51
67106,WY,WYOMING,HEPATITIS A,2,0.4,2000,51
67107,AK,ALASKA,HEPATITIS A,0,0.0,2000,52
67108,AL,ALABAMA,HEPATITIS A,0,0.0,2000,52
67109,AR,ARKANSAS,HEPATITIS A,0,0.0,2000,52
67110,AZ,ARIZONA,HEPATITIS A,4,0.08,2000,52
67111,CA,CALIFORNIA,HEPATITIS A,20,0.06,2000,52
67112,CO,COLORADO,HEPATITIS A,1,0.02,2000,52
67113,CT,CONNECTICUT,HEPATITIS A,2,0.06,2000,52
67114,DC,DISTRICT OF COLUMBIA,HEPATITIS A,5,0.87,2000,52
67115,FL,FLORIDA,HEPATITIS A,28,0.17,2000,52
67116,GA,GEORGIA,HEPATITIS A,0,0.0,2000,52
67117,HI,HAWAII,HEPATITIS A,0,0.0,2000,52
67118,IA,IOWA,HEPATITIS A,1,0.03,2000,52
67119,ID,IDAHO,HEPATITIS A,2,0.15,2000,52
67120,IL,ILLINOIS,HEPATITIS A,9,0.07,2000,52
67121,IN,INDIANA,HEPATITIS A,4,0.07,2000,52
67122,KS,KANSAS,HEPATITIS A,1,0.04,2000,52
67123,KY,KENTUCKY,HEPATITIS A,9,0.22,2000,52
67124,LA,LOUISIANA,HEPATITIS A,11,0.25,2000,52
67125,MA,MASSACHUSETTS,HEPATITIS A,0,0.0,2000,52
67126,MD,MARYLAND,HEPATITIS A,4,0.08,2000,52
67127,ME,MAINE,HEPATITIS A,0,0.0,2000,52
67128,MI,MICHIGAN,HEPATITIS A,6,0.06,2000,52
67129,MN,MINNESOTA,HEPATITIS A,2,0.04,2000,52
67130,MO,MISSOURI,HEPATITIS A,4,0.07,2000,52
67131,MS,MISSISSIPPI,HEPATITIS A,0,0.0,2000,52
67132,MT,MONTANA,HEPATITIS A,0,0.0,2000,52
67133,NC,NORTH CAROLINA,HEPATITIS A,4,0.05,2000,52
67134,ND,NORTH DAKOTA,HEPATITIS A,0,0.0,2000,52
67135,NE,NEBRASKA,HEPATITIS A,7,0.41,2000,52
67136,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2000,52
67137,NJ,NEW JERSEY,HEPATITIS A,0,0.0,2000,52
67138,NM,NEW MEXICO,HEPATITIS A,0,0.0,2000,52
67139,NV,NEVADA,HEPATITIS A,2,0.1,2000,52
67140,NY,NEW YORK,HEPATITIS A,13,0.07,2000,52
67141,OH,OHIO,HEPATITIS A,3,0.03,2000,52
67142,OK,OKLAHOMA,HEPATITIS A,0,0.0,2000,52
67143,OR,OREGON,HEPATITIS A,2,0.06,2000,52
67144,PA,PENNSYLVANIA,HEPATITIS A,0,0.0,2000,52
67145,RI,RHODE ISLAND,HEPATITIS A,0,0.0,2000,52
67146,SC,SOUTH CAROLINA,HEPATITIS A,0,0.0,2000,52
67147,SD,SOUTH DAKOTA,HEPATITIS A,0,0.0,2000,52
67148,TN,TENNESSEE,HEPATITIS A,0,0.0,2000,52
67149,TX,TEXAS,HEPATITIS A,19,0.09,2000,52
67150,UT,UTAH,HEPATITIS A,4,0.18,2000,52
67151,VA,VIRGINIA,HEPATITIS A,0,0.0,2000,52
67152,VT,VERMONT,HEPATITIS A,0,0.0,2000,52
67153,WA,WASHINGTON,HEPATITIS A,4,0.07,2000,52
67154,WI,WISCONSIN,HEPATITIS A,0,0.0,2000,52
67155,WV,WEST VIRGINIA,HEPATITIS A,1,0.06,2000,52
67156,WY,WYOMING,HEPATITIS A,0,0.0,2000,52
67157,CA,CALIFORNIA,HEPATITIS A,2,0.01,2001,01
67158,CO,COLORADO,HEPATITIS A,2,0.05,2001,01
67159,DC,DISTRICT OF COLUMBIA,HEPATITIS A,1,0.17,2001,01
67160,MD,MARYLAND,HEPATITIS A,2,0.04,2001,01
67161,MI,MICHIGAN,HEPATITIS A,9,0.09,2001,01
67162,NE,NEBRASKA,HEPATITIS A,1,0.06,2001,01
67163,NH,NEW HAMPSHIRE,HEPATITIS A,1,0.08,2001,01
67164,NM,NEW MEXICO,HEPATITIS A,1,0.05,2001,01
67165,OH,OHIO,HEPATITIS A,1,0.01,2001,01
67166,TN,TENNESSEE,HEPATITIS A,1,0.02,2001,01
67167,AK,ALASKA,HEPATITIS A,2,0.32,2001,03
67168,AL,ALABAMA,HEPATITIS A,7,0.16,2001,03
67169,AR,ARKANSAS,HEPATITIS A,1,0.04,2001,03
67170,CA,CALIFORNIA,HEPATITIS A,3,0.01,2001,03
67171,CO,COLORADO,HEPATITIS A,0,0.0,2001,03
67172,CT,CONNECTICUT,HEPATITIS A,0,0.0,2001,03
67173,DC,DISTRICT OF COLUMBIA,HEPATITIS A,0,0.0,2001,03
67174,IL,ILLINOIS,HEPATITIS A,0,0.0,2001,03
67175,KS,KANSAS,HEPATITIS A,2,0.07,2001,03
67176,KY,KENTUCKY,HEPATITIS A,0,0.0,2001,03
67177,MA,MASSACHUSETTS,HEPATITIS A,0,0.0,2001,03
67178,MD,MARYLAND,HEPATITIS A,5,0.09,2001,03
67179,MI,MICHIGAN,HEPATITIS A,5,0.05,2001,03
67180,MO,MISSOURI,HEPATITIS A,3,0.05,2001,03
67181,MT,MONTANA,HEPATITIS A,0,0.0,2001,03
67182,NE,NEBRASKA,HEPATITIS A,12,0.7,2001,03
67183,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2001,03
67184,NM,NEW MEXICO,HEPATITIS A,0,0.0,2001,03
67185,OH,OHIO,HEPATITIS A,3,0.03,2001,03
67186,OR,OREGON,HEPATITIS A,3,0.09,2001,03
67187,TN,TENNESSEE,HEPATITIS A,0,0.0,2001,03
67188,UT,UTAH,HEPATITIS A,0,0.0,2001,03
67189,AK,ALASKA,HEPATITIS A,3,0.47,2001,04
67190,AL,ALABAMA,HEPATITIS A,1,0.02,2001,04
67191,AR,ARKANSAS,HEPATITIS A,3,0.11,2001,04
67192,AZ,ARIZONA,HEPATITIS A,22,0.41,2001,04
67193,CA,CALIFORNIA,HEPATITIS A,39,0.11,2001,04
67194,CO,COLORADO,HEPATITIS A,0,0.0,2001,04
67195,CT,CONNECTICUT,HEPATITIS A,10,0.29,2001,04
67196,DC,DISTRICT OF COLUMBIA,HEPATITIS A,0,0.0,2001,04
67197,FL,FLORIDA,HEPATITIS A,12,0.07,2001,04
67198,IA,IOWA,HEPATITIS A,0,0.0,2001,04
67199,IL,ILLINOIS,HEPATITIS A,2,0.02,2001,04
67200,KS,KANSAS,HEPATITIS A,4,0.15,2001,04
67201,KY,KENTUCKY,HEPATITIS A,0,0.0,2001,04
67202,MA,MASSACHUSETTS,HEPATITIS A,2,0.03,2001,04
67203,MD,MARYLAND,HEPATITIS A,7,0.13,2001,04
67204,MI,MICHIGAN,HEPATITIS A,9,0.09,2001,04
67205,MO,MISSOURI,HEPATITIS A,0,0.0,2001,04
67206,MT,MONTANA,HEPATITIS A,0,0.0,2001,04
67207,NC,NORTH CAROLINA,HEPATITIS A,1,0.01,2001,04
67208,NE,NEBRASKA,HEPATITIS A,0,0.0,2001,04
67209,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2001,04
67210,NM,NEW MEXICO,HEPATITIS A,1,0.05,2001,04
67211,NY,NEW YORK,HEPATITIS A,6,0.03,2001,04
67212,OH,OHIO,HEPATITIS A,10,0.09,2001,04
67213,OK,OKLAHOMA,HEPATITIS A,6,0.17,2001,04
67214,OR,OREGON,HEPATITIS A,2,0.06,2001,04
67215,TN,TENNESSEE,HEPATITIS A,0,0.0,2001,04
67216,UT,UTAH,HEPATITIS A,0,0.0,2001,04
67217,VA,VIRGINIA,HEPATITIS A,6,0.08,2001,04
67218,AK,ALASKA,HEPATITIS A,0,0.0,2001,05
67219,AL,ALABAMA,HEPATITIS A,1,0.02,2001,05
67220,AR,ARKANSAS,HEPATITIS A,5,0.19,2001,05
67221,AZ,ARIZONA,HEPATITIS A,17,0.32,2001,05
67222,CA,CALIFORNIA,HEPATITIS A,22,0.06,2001,05
67223,CO,COLORADO,HEPATITIS A,0,0.0,2001,05
67224,CT,CONNECTICUT,HEPATITIS A,6,0.18,2001,05
67225,DC,DISTRICT OF COLUMBIA,HEPATITIS A,0,0.0,2001,05
67226,FL,FLORIDA,HEPATITIS A,13,0.08,2001,05
67227,IA,IOWA,HEPATITIS A,2,0.07,2001,05
67228,IL,ILLINOIS,HEPATITIS A,6,0.05,2001,05
67229,KS,KANSAS,HEPATITIS A,12,0.44,2001,05
67230,KY,KENTUCKY,HEPATITIS A,0,0.0,2001,05
67231,LA,LOUISIANA,HEPATITIS A,4,0.09,2001,05
67232,MA,MASSACHUSETTS,HEPATITIS A,2,0.03,2001,05
67233,MD,MARYLAND,HEPATITIS A,8,0.15,2001,05
67234,MI,MICHIGAN,HEPATITIS A,13,0.13,2001,05
67235,MO,MISSOURI,HEPATITIS A,2,0.04,2001,05
67236,MT,MONTANA,HEPATITIS A,0,0.0,2001,05
67237,NC,NORTH CAROLINA,HEPATITIS A,0,0.0,2001,05
67238,NE,NEBRASKA,HEPATITIS A,2,0.12,2001,05
67239,NH,NEW HAMPSHIRE,HEPATITIS A,1,0.08,2001,05
67240,NM,NEW MEXICO,HEPATITIS A,1,0.05,2001,05
67241,NV,NEVADA,HEPATITIS A,5,0.24,2001,05
67242,NY,NEW YORK,HEPATITIS A,6,0.03,2001,05
67243,OH,OHIO,HEPATITIS A,5,0.04,2001,05
67244,OK,OKLAHOMA,HEPATITIS A,2,0.06,2001,05
67245,OR,OREGON,HEPATITIS A,8,0.23,2001,05
67246,PA,PENNSYLVANIA,HEPATITIS A,1,0.01,2001,05
67247,TN,TENNESSEE,HEPATITIS A,10,0.17,2001,05
67248,UT,UTAH,HEPATITIS A,3,0.13,2001,05
67249,VA,VIRGINIA,HEPATITIS A,0,0.0,2001,05
67250,WA,WASHINGTON,HEPATITIS A,0,0.0,2001,05
67251,WY,WYOMING,HEPATITIS A,0,0.0,2001,05
67252,AK,ALASKA,HEPATITIS A,0,0.0,2001,06
67253,AL,ALABAMA,HEPATITIS A,0,0.0,2001,06
67254,AR,ARKANSAS,HEPATITIS A,2,0.07,2001,06
67255,AZ,ARIZONA,HEPATITIS A,0,0.0,2001,06
67256,CA,CALIFORNIA,HEPATITIS A,26,0.08,2001,06
67257,CO,COLORADO,HEPATITIS A,0,0.0,2001,06
67258,CT,CONNECTICUT,HEPATITIS A,1,0.03,2001,06
67259,DC,DISTRICT OF COLUMBIA,HEPATITIS A,2,0.35,2001,06
67260,IA,IOWA,HEPATITIS A,0,0.0,2001,06
67261,IL,ILLINOIS,HEPATITIS A,2,0.02,2001,06
67262,IN,INDIANA,HEPATITIS A,1,0.02,2001,06
67263,KS,KANSAS,HEPATITIS A,4,0.15,2001,06
67264,KY,KENTUCKY,HEPATITIS A,1,0.02,2001,06
67265,LA,LOUISIANA,HEPATITIS A,0,0.0,2001,06
67266,MA,MASSACHUSETTS,HEPATITIS A,3,0.05,2001,06
67267,MD,MARYLAND,HEPATITIS A,3,0.06,2001,06
67268,MI,MICHIGAN,HEPATITIS A,9,0.09,2001,06
67269,MO,MISSOURI,HEPATITIS A,2,0.04,2001,06
67270,MT,MONTANA,HEPATITIS A,0,0.0,2001,06
67271,NC,NORTH CAROLINA,HEPATITIS A,0,0.0,2001,06
67272,NE,NEBRASKA,HEPATITIS A,0,0.0,2001,06
67273,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2001,06
67274,NM,NEW MEXICO,HEPATITIS A,0,0.0,2001,06
67275,NV,NEVADA,HEPATITIS A,5,0.24,2001,06
67276,NY,NEW YORK,HEPATITIS A,10,0.05,2001,06
67277,OH,OHIO,HEPATITIS A,4,0.04,2001,06
67278,OK,OKLAHOMA,HEPATITIS A,9,0.26,2001,06
67279,OR,OREGON,HEPATITIS A,1,0.03,2001,06
67280,PA,PENNSYLVANIA,HEPATITIS A,1,0.01,2001,06
67281,RI,RHODE ISLAND,HEPATITIS A,0,0.0,2001,06
67282,SC,SOUTH CAROLINA,HEPATITIS A,5,0.12,2001,06
67283,TN,TENNESSEE,HEPATITIS A,1,0.02,2001,06
67284,UT,UTAH,HEPATITIS A,1,0.04,2001,06
67285,VA,VIRGINIA,HEPATITIS A,5,0.07,2001,06
67286,WA,WASHINGTON,HEPATITIS A,2,0.03,2001,06
67287,WY,WYOMING,HEPATITIS A,0,0.0,2001,06
67288,AK,ALASKA,HEPATITIS A,0,0.0,2001,07
67289,AL,ALABAMA,HEPATITIS A,2,0.04,2001,07
67290,AR,ARKANSAS,HEPATITIS A,0,0.0,2001,07
67291,AZ,ARIZONA,HEPATITIS A,9,0.17,2001,07
67292,CA,CALIFORNIA,HEPATITIS A,46,0.13,2001,07
67293,CO,COLORADO,HEPATITIS A,5,0.11,2001,07
67294,CT,CONNECTICUT,HEPATITIS A,3,0.09,2001,07
67295,DC,DISTRICT OF COLUMBIA,HEPATITIS A,0,0.0,2001,07
67296,FL,FLORIDA,HEPATITIS A,0,0.0,2001,07
67297,IA,IOWA,HEPATITIS A,2,0.07,2001,07
67298,IL,ILLINOIS,HEPATITIS A,6,0.05,2001,07
67299,IN,INDIANA,HEPATITIS A,2,0.03,2001,07
67300,KS,KANSAS,HEPATITIS A,3,0.11,2001,07
67301,KY,KENTUCKY,HEPATITIS A,4,0.1,2001,07
67302,LA,LOUISIANA,HEPATITIS A,1,0.02,2001,07
67303,MA,MASSACHUSETTS,HEPATITIS A,0,0.0,2001,07
67304,MD,MARYLAND,HEPATITIS A,7,0.13,2001,07
67305,ME,MAINE,HEPATITIS A,0,0.0,2001,07
67306,MI,MICHIGAN,HEPATITIS A,9,0.09,2001,07
67307,MN,MINNESOTA,HEPATITIS A,0,0.0,2001,07
67308,MO,MISSOURI,HEPATITIS A,2,0.04,2001,07
67309,MT,MONTANA,HEPATITIS A,0,0.0,2001,07
67310,NC,NORTH CAROLINA,HEPATITIS A,0,0.0,2001,07
67311,NE,NEBRASKA,HEPATITIS A,2,0.12,2001,07
67312,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2001,07
67313,NM,NEW MEXICO,HEPATITIS A,1,0.05,2001,07
67314,NV,NEVADA,HEPATITIS A,0,0.0,2001,07
67315,NY,NEW YORK,HEPATITIS A,3,0.02,2001,07
67316,OH,OHIO,HEPATITIS A,7,0.06,2001,07
67317,OK,OKLAHOMA,HEPATITIS A,0,0.0,2001,07
67318,OR,OREGON,HEPATITIS A,1,0.03,2001,07
67319,PA,PENNSYLVANIA,HEPATITIS A,0,0.0,2001,07
67320,RI,RHODE ISLAND,HEPATITIS A,0,0.0,2001,07
67321,SC,SOUTH CAROLINA,HEPATITIS A,0,0.0,2001,07
67322,TN,TENNESSEE,HEPATITIS A,2,0.03,2001,07
67323,UT,UTAH,HEPATITIS A,3,0.13,2001,07
67324,VA,VIRGINIA,HEPATITIS A,5,0.07,2001,07
67325,WA,WASHINGTON,HEPATITIS A,2,0.03,2001,07
67326,WY,WYOMING,HEPATITIS A,0,0.0,2001,07
67327,AK,ALASKA,HEPATITIS A,1,0.16,2001,08
67328,AL,ALABAMA,HEPATITIS A,2,0.04,2001,08
67329,AR,ARKANSAS,HEPATITIS A,3,0.11,2001,08
67330,AZ,ARIZONA,HEPATITIS A,21,0.4,2001,08
67331,CA,CALIFORNIA,HEPATITIS A,29,0.08,2001,08
67332,CO,COLORADO,HEPATITIS A,17,0.38,2001,08
67333,CT,CONNECTICUT,HEPATITIS A,9,0.26,2001,08
67334,DC,DISTRICT OF COLUMBIA,HEPATITIS A,0,0.0,2001,08
67335,FL,FLORIDA,HEPATITIS A,16,0.1,2001,08
67336,GA,GEORGIA,HEPATITIS A,0,0.0,2001,08
67337,IA,IOWA,HEPATITIS A,1,0.03,2001,08
67338,IL,ILLINOIS,HEPATITIS A,5,0.04,2001,08
67339,IN,INDIANA,HEPATITIS A,0,0.0,2001,08
67340,KS,KANSAS,HEPATITIS A,3,0.11,2001,08
67341,KY,KENTUCKY,HEPATITIS A,0,0.0,2001,08
67342,LA,LOUISIANA,HEPATITIS A,4,0.09,2001,08
67343,MA,MASSACHUSETTS,HEPATITIS A,3,0.05,2001,08
67344,MD,MARYLAND,HEPATITIS A,8,0.15,2001,08
67345,ME,MAINE,HEPATITIS A,0,0.0,2001,08
67346,MI,MICHIGAN,HEPATITIS A,5,0.05,2001,08
67347,MN,MINNESOTA,HEPATITIS A,0,0.0,2001,08
67348,MO,MISSOURI,HEPATITIS A,5,0.09,2001,08
67349,MT,MONTANA,HEPATITIS A,0,0.0,2001,08
67350,NC,NORTH CAROLINA,HEPATITIS A,5,0.06,2001,08
67351,NE,NEBRASKA,HEPATITIS A,0,0.0,2001,08
67352,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2001,08
67353,NM,NEW MEXICO,HEPATITIS A,1,0.05,2001,08
67354,NV,NEVADA,HEPATITIS A,2,0.1,2001,08
67355,NY,NEW YORK,HEPATITIS A,5,0.03,2001,08
67356,OH,OHIO,HEPATITIS A,5,0.04,2001,08
67357,OK,OKLAHOMA,HEPATITIS A,7,0.2,2001,08
67358,OR,OREGON,HEPATITIS A,4,0.12,2001,08
67359,PA,PENNSYLVANIA,HEPATITIS A,0,0.0,2001,08
67360,RI,RHODE ISLAND,HEPATITIS A,1,0.09,2001,08
67361,SC,SOUTH CAROLINA,HEPATITIS A,0,0.0,2001,08
67362,TN,TENNESSEE,HEPATITIS A,5,0.09,2001,08
67363,TX,TEXAS,HEPATITIS A,49,0.23,2001,08
67364,UT,UTAH,HEPATITIS A,2,0.09,2001,08
67365,VA,VIRGINIA,HEPATITIS A,1,0.01,2001,08
67366,WA,WASHINGTON,HEPATITIS A,2,0.03,2001,08
67367,WY,WYOMING,HEPATITIS A,0,0.0,2001,08
67368,AK,ALASKA,HEPATITIS A,0,0.0,2001,09
67369,AL,ALABAMA,HEPATITIS A,2,0.04,2001,09
67370,AR,ARKANSAS,HEPATITIS A,0,0.0,2001,09
67371,AZ,ARIZONA,HEPATITIS A,10,0.19,2001,09
67372,CA,CALIFORNIA,HEPATITIS A,30,0.09,2001,09
67373,CO,COLORADO,HEPATITIS A,1,0.02,2001,09
67374,CT,CONNECTICUT,HEPATITIS A,0,0.0,2001,09
67375,DC,DISTRICT OF COLUMBIA,HEPATITIS A,2,0.35,2001,09
67376,FL,FLORIDA,HEPATITIS A,21,0.13,2001,09
67377,GA,GEORGIA,HEPATITIS A,29,0.34,2001,09
67378,IA,IOWA,HEPATITIS A,1,0.03,2001,09
67379,ID,IDAHO,HEPATITIS A,1,0.08,2001,09
67380,IL,ILLINOIS,HEPATITIS A,1,0.01,2001,09
67381,IN,INDIANA,HEPATITIS A,0,0.0,2001,09
67382,KS,KANSAS,HEPATITIS A,3,0.11,2001,09
67383,KY,KENTUCKY,HEPATITIS A,1,0.02,2001,09
67384,LA,LOUISIANA,HEPATITIS A,1,0.02,2001,09
67385,MA,MASSACHUSETTS,HEPATITIS A,0,0.0,2001,09
67386,MD,MARYLAND,HEPATITIS A,2,0.04,2001,09
67387,ME,MAINE,HEPATITIS A,0,0.0,2001,09
67388,MI,MICHIGAN,HEPATITIS A,7,0.07,2001,09
67389,MN,MINNESOTA,HEPATITIS A,2,0.04,2001,09
67390,MO,MISSOURI,HEPATITIS A,11,0.19,2001,09
67391,MT,MONTANA,HEPATITIS A,1,0.11,2001,09
67392,NC,NORTH CAROLINA,HEPATITIS A,6,0.07,2001,09
67393,NE,NEBRASKA,HEPATITIS A,0,0.0,2001,09
67394,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2001,09
67395,NV,NEVADA,HEPATITIS A,2,0.1,2001,09
67396,NY,NEW YORK,HEPATITIS A,7,0.04,2001,09
67397,OH,OHIO,HEPATITIS A,5,0.04,2001,09
67398,OK,OKLAHOMA,HEPATITIS A,4,0.12,2001,09
67399,OR,OREGON,HEPATITIS A,1,0.03,2001,09
67400,PA,PENNSYLVANIA,HEPATITIS A,1,0.01,2001,09
67401,RI,RHODE ISLAND,HEPATITIS A,0,0.0,2001,09
67402,SC,SOUTH CAROLINA,HEPATITIS A,0,0.0,2001,09
67403,TN,TENNESSEE,HEPATITIS A,8,0.14,2001,09
67404,TX,TEXAS,HEPATITIS A,34,0.16,2001,09
67405,UT,UTAH,HEPATITIS A,0,0.0,2001,09
67406,VA,VIRGINIA,HEPATITIS A,5,0.07,2001,09
67407,VT,VERMONT,HEPATITIS A,1,0.16,2001,09
67408,WA,WASHINGTON,HEPATITIS A,2,0.03,2001,09
67409,WY,WYOMING,HEPATITIS A,0,0.0,2001,09
67410,AK,ALASKA,HEPATITIS A,0,0.0,2001,10
67411,AL,ALABAMA,HEPATITIS A,2,0.04,2001,10
67412,AR,ARKANSAS,HEPATITIS A,0,0.0,2001,10
67413,AZ,ARIZONA,HEPATITIS A,4,0.08,2001,10
67414,CA,CALIFORNIA,HEPATITIS A,127,0.37,2001,10
67415,CO,COLORADO,HEPATITIS A,0,0.0,2001,10
67416,CT,CONNECTICUT,HEPATITIS A,11,0.32,2001,10
67417,DC,DISTRICT OF COLUMBIA,HEPATITIS A,2,0.35,2001,10
67418,FL,FLORIDA,HEPATITIS A,15,0.09,2001,10
67419,GA,GEORGIA,HEPATITIS A,22,0.26,2001,10
67420,IA,IOWA,HEPATITIS A,2,0.07,2001,10
67421,ID,IDAHO,HEPATITIS A,4,0.3,2001,10
67422,IL,ILLINOIS,HEPATITIS A,7,0.06,2001,10
67423,IN,INDIANA,HEPATITIS A,1,0.02,2001,10
67424,KS,KANSAS,HEPATITIS A,9,0.33,2001,10
67425,KY,KENTUCKY,HEPATITIS A,0,0.0,2001,10
67426,LA,LOUISIANA,HEPATITIS A,2,0.04,2001,10
67427,MA,MASSACHUSETTS,HEPATITIS A,15,0.23,2001,10
67428,ME,MAINE,HEPATITIS A,0,0.0,2001,10
67429,MI,MICHIGAN,HEPATITIS A,4,0.04,2001,10
67430,MN,MINNESOTA,HEPATITIS A,0,0.0,2001,10
